chr	start	end	CpG	0168_51-N	0168_51-X	0168_52-N	0168_52-X	0168_53-N	0168_53-X	0168_54-N	0168_54-X
8	64205680	64205928	20	49	0	NA	NA	44	0	51	0
8	64206235	64206308	7	NA	NA	NA	NA	NA	NA	22	0
8	64692693	64692895	14	40	0	NA	NA	NA	NA	31	0
8	64733463	64733921	34	74	1	52	0	42	0	70	1
8	64849489	64849729	35	68	0	69	1	81	0	74	0
8	64849886	64850155	30	199	5	108	1	NA	NA	45	1
8	64880848	64880901	5	24	8	NA	NA	NA	NA	NA	NA
8	64947168	64947229	9	43	0	43	0	NA	NA	36	0
8	64947495	64947663	16	71	0	35	0	NA	NA	43	0
8	66486225	66486335	12	34	0	24	0	36	0	NA	NA
8	66486438	66486761	20	84	0	50	0	40	0	43	0
8	66603883	66604082	14	43	37	40	32	NA	NA	NA	NA
8	66688001	66688131	12	42	0	44	0	43	0	43	1
8	66820544	66820637	6	NA	NA	NA	NA	20	1	NA	NA
8	66860265	66860509	25	60	1	29	0	77	1	28	0
8	66860813	66860953	18	52	0	23	0	45	0	48	0
8	66861084	66861172	13	38	1	NA	NA	38	0	62	0
8	67036055	67036112	6	NA	NA	NA	NA	NA	NA	23	21
8	67414281	67414411	10	NA	NA	49	43	NA	NA	NA	NA
8	68062251	68062383	19	72	0	NA	NA	NA	NA	44	0
8	68277299	68277386	6	28	0	NA	NA	NA	NA	NA	NA
8	68662457	68662549	5	NA	NA	28	27	NA	NA	NA	NA
8	68734883	68735165	14	34	0	NA	NA	30	0	33	0
8	68794024	68794129	7	NA	NA	21	0	NA	NA	NA	NA
8	68817774	68817852	5	NA	NA	NA	NA	20	20	NA	NA
8	69088765	69088901	10	NA	NA	24	0	NA	NA	21	0
8	69184083	69184391	23	72	0	50	0	52	0	22	0
8	69399745	69399767	5	24	0	NA	NA	NA	NA	NA	NA
8	69507120	69507184	8	32	31	NA	NA	NA	NA	NA	NA
8	69654700	69654775	7	23	0	NA	NA	NA	NA	NA	NA
8	69716753	69716812	8	23	0	NA	NA	31	0	NA	NA
8	69791376	69791544	20	63	0	NA	NA	NA	NA	26	0
8	69808511	69808766	10	NA	NA	25	0	20	0	28	0
8	69808791	69809039	8	NA	NA	NA	NA	NA	NA	25	0
8	69880417	69880643	7	NA	NA	NA	NA	NA	NA	36	21
8	69881376	69881559	20	NA	NA	27	0	21	0	36	1
8	69882295	69882486	19	37	0	57	0	26	0	23	0
8	69882898	69883058	14	36	1	42	0	22	0	NA	NA
8	69886239	69886292	7	NA	NA	43	0	NA	NA	NA	NA
8	69889366	69889494	10	32	0	NA	NA	NA	NA	NA	NA
8	69901465	69901771	22	64	0	35	0	54	0	64	0
8	69902150	69902357	12	29	0	21	0	NA	NA	NA	NA
8	69902971	69903109	18	48	1	60	12	59	0	45	0
8	69973569	69973878	26	54	0	75	0	51	0	29	0
8	69973915	69974190	23	25	0	53	0	22	0	30	0
8	69974470	69974547	7	NA	NA	NA	NA	NA	NA	28	0
8	69995922	69996170	29	30	0	40	0	68	0	92	0
8	69996183	69996425	15	37	1	45	0	NA	NA	43	0
8	69996664	69996890	13	NA	NA	34	0	25	0	NA	NA
8	70087043	70087129	10	NA	NA	NA	NA	NA	NA	50	1
8	70088100	70088427	27	35	0	66	0	NA	NA	66	0
8	70111939	70112140	22	60	1	39	0	43	4	53	1
8	70131369	70131584	13	NA	NA	33	0	38	0	39	0
8	70166120	70166173	6	NA	NA	24	14	NA	NA	NA	NA
8	70166729	70166899	7	26	7	NA	NA	NA	NA	NA	NA
8	70212167	70212311	22	40	1	33	0	69	0	NA	NA
8	70234722	70234930	11	36	0	44	0	29	0	NA	NA
8	70283332	70283395	9	NA	NA	27	0	NA	NA	NA	NA
8	70292987	70293080	12	100	63	23	9	33	9	55	36
8	70302360	70302432	7	21	0	20	0	NA	NA	NA	NA
8	70302763	70302926	11	NA	NA	49	0	21	0	NA	NA
8	70330120	70330213	8	NA	NA	24	0	NA	NA	NA	NA
8	70331290	70331510	13	NA	NA	32	0	NA	NA	44	6
8	70331649	70331811	12	NA	NA	35	6	NA	NA	NA	NA
8	70332180	70332216	5	NA	NA	NA	NA	NA	NA	24	0
8	70352650	70353066	30	54	0	81	1	20	0	58	0
8	70374305	70374437	8	21	0	NA	NA	NA	NA	32	0
8	70374611	70375015	34	118	1	54	0	132	0	73	0
8	70381268	70381349	7	35	33	NA	NA	NA	NA	NA	NA
8	70439663	70439827	26	26	0	50	0	47	0	78	0
8	70466880	70466969	4	NA	NA	NA	NA	26	26	NA	NA
8	70476806	70476881	7	21	0	NA	NA	NA	NA	NA	NA
8	70489545	70489879	31	43	3	75	0	56	1	34	1
8	70491336	70491551	7	NA	NA	NA	NA	24	1	NA	NA
8	70492008	70492140	9	NA	NA	31	1	25	0	NA	NA
8	70493041	70493289	28	78	1	24	0	86	0	62	0
8	70493468	70493511	7	NA	NA	NA	NA	NA	NA	21	0
8	70493768	70494075	20	65	0	39	0	NA	NA	25	0
8	70495622	70495758	10	NA	NA	NA	NA	28	1	28	4
8	70503321	70503365	9	NA	NA	NA	NA	NA	NA	25	0
8	70505819	70505972	12	NA	NA	NA	NA	42	1	35	2
8	70506605	70506680	9	NA	NA	24	0	NA	NA	NA	NA
8	70510379	70510525	17	58	0	NA	NA	35	0	52	0
8	70527938	70527990	10	20	0	40	0	30	0	NA	NA
8	70539474	70539744	22	48	0	77	0	68	0	35	0
8	70594449	70594542	11	NA	NA	NA	NA	NA	NA	65	0
8	70594770	70594862	9	NA	NA	29	0	NA	NA	NA	NA
8	70597692	70598045	37	94	10	75	23	61	0	83	2
8	70598474	70598720	20	40	0	55	4	27	5	NA	NA
8	70609360	70609610	20	46	0	37	0	62	0	39	0
8	70611160	70611227	12	46	0	23	0	24	0	24	0
8	70629864	70630141	34	59	0	56	0	66	0	111	0
8	70631382	70631453	8	NA	NA	24	3	NA	NA	NA	NA
8	70659189	70659500	13	NA	NA	NA	NA	23	1	42	0
8	70659523	70659849	30	96	1	74	0	46	0	53	0
8	70673536	70673602	5	NA	NA	NA	NA	NA	NA	29	0
8	70699028	70699269	21	62	0	58	0	28	0	NA	NA
8	70699627	70699779	26	73	0	43	0	54	0	66	1
8	70700073	70700128	10	NA	NA	30	0	NA	NA	29	0
8	70730242	70730283	6	25	0	NA	NA	NA	NA	NA	NA
8	70744888	70745025	6	24	1	NA	NA	NA	NA	NA	NA
8	70745377	70745440	7	NA	NA	21	8	NA	NA	27	0
8	70768719	70768782	7	NA	NA	NA	NA	26	15	NA	NA
8	70776492	70776613	8	NA	NA	22	0	33	0	NA	NA
8	70792185	70792327	16	36	0	32	1	40	0	53	0
8	70796762	70796913	15	60	0	NA	NA	51	0	22	0
8	70797718	70797945	15	24	0	NA	NA	NA	NA	29	0
8	70803985	70804166	18	78	1	26	0	45	0	NA	NA
8	70804448	70804720	11	28	0	32	0	NA	NA	NA	NA
8	70805014	70805188	11	25	0	20	0	NA	NA	40	0
8	70814456	70814629	9	26	25	NA	NA	NA	NA	NA	NA
8	70833742	70833797	6	NA	NA	NA	NA	29	29	NA	NA
8	70852971	70853048	10	NA	NA	NA	NA	NA	NA	30	27
8	70856980	70857072	8	NA	NA	NA	NA	NA	NA	26	0
8	70864473	70864550	5	NA	NA	NA	NA	29	0	NA	NA
8	70868747	70868800	7	21	0	NA	NA	NA	NA	NA	NA
8	70873397	70873468	11	20	0	NA	NA	39	0	NA	NA
8	70887682	70887863	9	39	1	NA	NA	NA	NA	NA	NA
8	70892139	70892208	6	NA	NA	22	0	NA	NA	23	2
8	70892544	70892636	12	33	0	NA	NA	30	0	54	1
8	70897620	70897670	9	NA	NA	27	0	36	0	26	0
8	70906026	70906250	14	NA	NA	NA	NA	NA	NA	60	0
8	70906326	70906583	16	39	0	29	0	NA	NA	33	0
8	70912998	70913249	14	NA	NA	30	27	27	26	25	23
8	71059040	71059322	14	32	32	NA	NA	37	32	30	30
8	71272725	71272862	19	45	1	38	1	20	0	67	0
8	71273149	71273336	8	NA	NA	NA	NA	20	0	NA	NA
8	71366863	71367006	7	21	0	NA	NA	NA	NA	NA	NA
8	71371533	71371912	34	45	0	99	0	68	1	78	0
8	71376036	71376127	9	NA	NA	NA	NA	34	1	NA	NA
8	71376238	71376329	9	NA	NA	39	0	NA	NA	NA	NA
8	71381024	71381232	16	75	0	NA	NA	39	0	NA	NA
8	71381364	71381725	44	99	0	97	0	76	0	37	1
8	71381859	71382265	44	73	2	111	0	113	0	94	0
8	71396878	71397095	13	NA	NA	30	0	NA	NA	40	0
8	71463175	71463592	25	84	1	69	0	46	0	55	1
8	71465282	71465498	25	63	1	49	0	53	0	38	1
8	71469045	71469301	28	44	0	46	0	109	0	66	0
8	71469315	71469565	12	30	0	NA	NA	NA	NA	NA	NA
8	71476462	71476765	36	111	0	104	1	95	3	73	0
8	71481118	71481310	17	25	3	59	11	25	0	48	0
8	71481674	71481717	7	NA	NA	NA	NA	21	7	NA	NA
8	71484708	71484917	13	31	0	20	7	NA	NA	46	0
8	71485835	71485928	11	25	0	NA	NA	NA	NA	NA	NA
8	71489191	71489278	8	22	0	NA	NA	NA	NA	24	0
8	71507804	71507903	16	NA	NA	61	0	NA	NA	62	0
8	71525595	71525674	8	NA	NA	24	0	NA	NA	NA	NA
8	71542929	71543215	19	22	0	66	0	NA	NA	25	0
8	71558668	71558749	14	42	0	24	0	NA	NA	28	0
8	71558875	71558972	9	48	1	NA	NA	32	0	NA	NA
8	71562524	71562765	19	37	0	31	0	20	0	26	0
8	71591756	71591967	11	35	0	NA	NA	23	0	43	0
8	71592080	71592190	14	22	0	49	0	32	0	NA	NA
8	71602196	71602511	26	NA	NA	44	0	49	4	74	0
8	71660428	71660644	14	27	0	NA	NA	55	1	29	0
8	71671735	71671787	11	NA	NA	61	0	NA	NA	NA	NA
8	71679797	71679971	14	66	4	38	0	28	0	24	0
8	71701486	71701552	7	34	0	21	0	NA	NA	NA	NA
8	71725430	71725602	13	28	0	48	0	34	0	28	0
8	71881848	71881941	8	NA	NA	NA	NA	NA	NA	27	0
8	71882105	71882288	9	32	0	NA	NA	NA	NA	NA	NA
8	71908575	71908724	6	NA	NA	22	1	NA	NA	NA	NA
8	71922700	71922812	8	26	0	NA	NA	NA	NA	NA	NA
8	71922931	71923005	8	NA	NA	31	0	24	0	23	0
8	71923231	71923322	4	NA	NA	20	0	NA	NA	NA	NA
8	71950965	71951054	7	NA	NA	NA	NA	25	0	NA	NA
8	72135697	72135796	12	33	0	NA	NA	46	0	NA	NA
8	72135951	72136189	12	41	0	NA	NA	NA	NA	21	0
8	72136463	72136539	6	NA	NA	24	0	NA	NA	NA	NA
8	72161232	72161308	8	NA	NA	NA	NA	24	0	NA	NA
8	72161503	72161778	14	51	0	21	0	26	0	44	0
8	72219676	72219869	14	NA	NA	52	0	NA	NA	50	0
8	72220045	72220105	5	NA	NA	NA	NA	NA	NA	20	0
8	72239971	72240127	9	NA	NA	27	0	NA	NA	NA	NA
8	72318779	72318891	11	28	0	NA	NA	21	0	NA	NA
8	72319705	72319938	23	53	1	51	0	31	0	75	0
8	72462007	72462285	15	28	28	45	44	NA	NA	NA	NA
8	72474901	72475334	40	136	1	51	0	83	0	38	0
8	72492205	72492539	50	90	1	99	0	101	0	77	0
8	72547958	72548140	11	31	1	26	0	28	0	NA	NA
8	72756864	72756944	8	NA	NA	40	9	24	6	NA	NA
8	73352838	73353117	27	101	1	38	0	82	3	41	0
8	73365810	73365959	9	NA	NA	NA	NA	22	22	20	19
8	73553277	73553346	5	25	18	NA	NA	NA	NA	NA	NA
8	74993704	74994133	49	114	0	114	0	156	0	113	0
8	74994254	74994321	6	NA	NA	NA	NA	29	1	NA	NA
8	75033571	75033720	17	33	0	24	0	39	0	73	0
8	75034203	75034258	9	NA	NA	43	1	33	0	25	0
8	75093703	75093778	6	NA	NA	NA	NA	25	0	NA	NA
8	75212932	75213076	16	NA	NA	35	0	NA	NA	39	0
8	75213566	75213660	9	NA	NA	34	0	26	0	NA	NA
8	75213816	75214206	27	50	2	46	0	73	1	60	0
8	75339636	75339715	6	NA	NA	23	20	NA	NA	NA	NA
8	75383718	75383812	9	NA	NA	27	0	NA	NA	NA	NA
8	76899151	76899342	31	58	0	91	0	42	1	87	0
8	76900331	76900713	18	42	0	31	0	38	0	33	1
8	77517969	77518168	22	NA	NA	27	0	39	1	31	0
8	77549502	77549558	7	27	0	21	0	NA	NA	NA	NA
8	77723849	77724217	18	46	0	24	0	27	0	44	0
8	77907215	77907249	4	20	20	NA	NA	NA	NA	NA	NA
8	78129761	78129828	7	NA	NA	21	20	34	28	NA	NA
8	78434829	78434956	12	NA	NA	35	0	51	0	NA	NA
8	78435319	78435372	6	NA	NA	21	0	NA	NA	NA	NA
8	78435553	78435638	7	21	0	NA	NA	NA	NA	NA	NA
8	78436202	78436372	19	76	0	52	0	NA	NA	30	0
8	78436865	78436957	8	30	0	21	0	NA	NA	37	0
8	78508526	78508765	30	72	0	34	0	77	1	52	0
8	78820891	78821224	28	72	1	51	0	69	0	68	0
8	79029024	79029351	27	94	0	42	0	30	1	22	0
8	79029369	79029701	31	97	0	36	0	80	0	NA	NA
8	79030384	79030444	6	30	0	NA	NA	NA	NA	NA	NA
8	79060445	79060582	6	NA	NA	25	9	NA	NA	NA	NA
8	79294851	79295072	22	45	0	NA	NA	36	0	62	0
8	79398849	79399034	20	66	0	60	0	45	0	37	0
8	79399189	79399253	11	32	0	31	0	40	0	NA	NA
8	79399359	79399574	31	60	0	48	0	52	0	102	1
8	79638938	79639217	34	63	0	43	0	108	1	103	1
8	79639293	79639570	27	122	0	43	0	NA	NA	62	0
8	79639641	79639983	48	82	1	112	0	111	0	150	2
8	79640096	79640282	23	53	0	44	0	NA	NA	NA	NA
8	79680844	79680929	18	88	0	24	1	42	0	31	1
8	79711365	79711635	20	73	1	NA	NA	56	0	49	0
8	79824850	79824944	5	NA	NA	20	20	NA	NA	NA	NA
8	80513791	80513860	5	NA	NA	20	15	NA	NA	NA	NA
8	80738931	80739178	45	94	0	144	0	133	1	149	0
8	80739505	80739555	7	27	0	NA	NA	NA	NA	NA	NA
8	80879427	80879832	39	82	0	21	0	66	0	86	1
8	80880188	80880628	32	52	0	83	0	39	0	73	1
8	81014549	81014868	27	86	1	60	0	NA	NA	51	1
8	81015178	81015307	9	NA	NA	24	0	25	0	23	0
8	81342557	81342647	12	34	0	35	0	24	2	58	0
8	82268271	82268406	5	NA	NA	25	25	NA	NA	NA	NA
8	82286882	82286976	5	20	17	NA	NA	NA	NA	NA	NA
8	82774141	82774227	7	28	0	NA	NA	NA	NA	NA	NA
8	82863717	82863984	30	51	0	46	0	77	0	32	1
8	82864168	82864563	30	50	0	92	1	38	0	56	0
8	83026484	83026533	5	20	19	NA	NA	NA	NA	NA	NA
8	83165605	83165652	9	23	0	NA	NA	27	0	NA	NA
8	83165831	83166179	38	86	0	110	0	92	0	53	1
8	83332413	83332698	29	128	0	75	0	51	0	26	0
8	83389934	83390005	7	NA	NA	21	0	NA	NA	21	0
8	83442347	83442438	11	22	0	33	0	NA	NA	34	0
8	83559851	83559914	7	21	7	NA	NA	NA	NA	NA	NA
8	83566739	83567101	21	39	0	100	0	34	0	27	0
8	83583406	83583484	6	23	20	NA	NA	NA	NA	NA	NA
8	83594525	83594698	7	NA	NA	21	0	NA	NA	NA	NA
8	83607919	83608257	35	100	0	40	0	82	1	109	0
8	83608475	83608717	28	43	0	57	0	84	0	NA	NA
8	83652685	83652835	22	72	0	88	0	NA	NA	89	0
8	83668569	83668655	15	45	0	NA	NA	30	0	NA	NA
8	83698532	83698573	5	NA	NA	NA	NA	24	0	NA	NA
8	83698718	83698960	20	65	0	36	0	24	0	40	0
8	83698972	83699223	34	102	0	43	0	NA	NA	38	0
8	83715225	83715471	28	97	0	64	0	56	0	67	0
8	83715492	83715757	25	23	0	54	0	81	0	67	0
8	83741086	83741220	14	20	0	74	0	NA	NA	NA	NA
8	83741584	83741779	7	NA	NA	NA	NA	26	1	NA	NA
8	83875225	83875441	26	72	0	59	0	52	1	56	0
8	83876308	83876433	14	25	3	24	0	26	0	33	0
8	83899702	83899807	7	NA	NA	NA	NA	NA	NA	25	0
8	83900227	83900621	52	77	1	90	1	124	0	107	1
8	83900787	83900974	16	31	0	45	0	NA	NA	NA	NA
8	83938689	83938854	9	NA	NA	NA	NA	21	14	20	14
8	83955407	83955538	11	NA	NA	25	1	NA	NA	25	1
8	83955674	83956034	18	46	0	21	0	24	0	54	0
8	83972428	83972691	21	NA	NA	24	0	76	0	35	0
8	83973172	83973231	12	NA	NA	36	0	24	1	23	0
8	83990428	83990566	11	28	28	41	40	NA	NA	43	43
8	83996682	83996807	10	NA	NA	38	0	NA	NA	NA	NA
8	83997129	83997240	13	35	1	39	1	NA	NA	20	0
8	83997564	83997817	29	81	2	75	1	46	0	35	0
8	83998083	83998339	43	153	2	49	0	89	0	47	1
8	83998343	83998599	29	83	0	31	0	63	0	49	0
8	84001488	84001795	21	23	3	32	5	58	2	NA	NA
8	84004472	84004701	11	36	4	31	1	38	3	29	0
8	84010022	84010123	6	NA	NA	NA	NA	29	0	NA	NA
8	84011327	84011599	33	122	0	80	0	45	0	76	0
8	84012473	84012681	18	64	0	NA	NA	20	0	62	0
8	84012807	84013026	9	NA	NA	NA	NA	NA	NA	20	0
8	84021252	84021417	12	35	1	NA	NA	NA	NA	NA	NA
8	84026124	84026203	10	20	2	NA	NA	NA	NA	30	0
8	84044799	84044876	11	50	8	NA	NA	NA	NA	40	0
8	84066137	84066185	6	NA	NA	22	0	NA	NA	NA	NA
8	84066970	84067173	21	77	1	NA	NA	NA	NA	61	0
8	84087735	84087835	9	27	27	25	25	38	37	NA	NA
8	84104585	84104771	19	91	0	72	1	NA	NA	43	0
8	84131006	84131092	7	25	1	NA	NA	NA	NA	NA	NA
8	84147717	84147897	15	28	0	29	0	41	0	41	0
8	84183575	84183924	36	49	1	80	0	68	0	66	0
8	84192650	84192789	22	70	0	49	0	21	0	51	0
8	84197391	84197558	10	NA	NA	39	0	NA	NA	22	0
8	84197776	84197909	8	NA	NA	21	1	NA	NA	NA	NA
8	84198401	84198645	13	35	0	NA	NA	26	0	NA	NA
8	84200919	84201091	19	63	0	51	0	28	0	40	0
8	84236763	84236832	7	NA	NA	20	0	NA	NA	NA	NA
8	84249462	84249644	11	22	0	28	0	NA	NA	25	0
8	84254187	84254271	7	NA	NA	NA	NA	42	40	NA	NA
8	84256992	84257050	8	41	0	23	0	NA	NA	21	0
8	84270236	84270321	11	NA	NA	NA	NA	34	0	22	0
8	84270450	84270658	11	39	0	NA	NA	NA	NA	NA	NA
8	84414318	84414719	40	54	0	80	1	180	0	103	1
8	84415454	84415524	11	NA	NA	NA	NA	NA	NA	56	1
8	84559245	84559322	21	NA	NA	74	10	40	0	63	1
8	84559532	84559703	28	52	1	57	2	43	0	115	0
8	84566140	84566226	7	NA	NA	21	12	NA	NA	NA	NA
8	84569877	84569996	8	NA	NA	NA	NA	25	1	NA	NA
8	84662027	84662229	22	23	0	72	0	25	0	44	1
8	84662352	84662479	13	43	0	33	0	54	0	29	0
8	84664028	84664325	21	NA	NA	45	0	33	0	44	0
8	84687462	84687719	23	102	0	71	0	115	0	65	0
8	84687794	84687980	14	42	0	NA	NA	NA	NA	31	0
8	84689443	84689532	6	NA	NA	32	0	NA	NA	NA	NA
8	84689698	84689864	14	NA	NA	49	0	43	1	NA	NA
8	84689984	84690039	5	33	2	NA	NA	NA	NA	NA	NA
8	84701838	84701956	6	22	1	NA	NA	NA	NA	NA	NA
8	84704034	84704184	14	NA	NA	41	0	31	4	47	4
8	84705396	84705627	25	49	0	46	0	45	0	85	2
8	84706730	84706956	21	101	14	37	0	NA	NA	71	5
8	84745396	84745484	6	NA	NA	NA	NA	NA	NA	29	29
8	84771785	84772087	12	NA	NA	39	2	22	1	NA	NA
8	84785254	84785319	7	27	0	NA	NA	NA	NA	NA	NA
8	84799452	84799500	8	42	1	NA	NA	NA	NA	21	0
8	84799652	84799908	30	90	0	64	0	95	0	80	0
8	84800013	84800213	17	21	0	32	0	32	0	NA	NA
8	84800471	84800650	20	83	0	NA	NA	NA	NA	48	0
8	84832302	84832395	12	NA	NA	NA	NA	NA	NA	37	1
8	84840329	84840665	29	128	0	53	0	29	0	65	0
8	84872051	84872119	5	NA	NA	NA	NA	20	0	NA	NA
8	84872350	84872576	15	39	0	NA	NA	NA	NA	44	1
8	84872649	84872921	23	40	1	43	0	49	0	60	0
8	84893455	84893752	14	41	0	37	0	NA	NA	NA	NA
8	84908599	84908988	19	60	0	34	0	40	0	38	0
8	84912516	84912557	4	NA	NA	NA	NA	NA	NA	26	1
8	84935716	84935746	5	NA	NA	28	0	NA	NA	NA	NA
8	84937166	84937256	7	NA	NA	27	0	NA	NA	NA	NA
8	84945737	84945778	6	NA	NA	NA	NA	30	0	NA	NA
8	84946017	84946060	8	24	0	30	0	NA	NA	NA	NA
8	84969437	84969745	21	37	0	33	0	50	0	40	0
8	84976172	84976667	31	55	0	70	0	74	1	30	0
8	84977496	84977905	31	72	0	113	1	78	1	26	0
8	84978027	84978250	13	21	0	46	0	NA	NA	33	0
8	84978435	84978510	10	NA	NA	35	0	NA	NA	NA	NA
8	84985470	84985622	10	35	0	20	0	NA	NA	28	0
8	85011485	85011615	10	23	1	NA	NA	26	1	NA	NA
8	85025752	85025891	5	NA	NA	NA	NA	NA	NA	21	0
8	85026990	85027246	23	43	0	30	0	73	0	40	0
8	85027258	85027507	13	21	0	29	1	20	0	31	0
8	85037141	85037282	15	36	1	23	0	NA	NA	NA	NA
8	85060051	85060120	8	25	0	NA	NA	NA	NA	NA	NA
8	85072002	85072238	21	41	0	NA	NA	24	0	70	0
8	85080489	85080583	12	55	0	44	0	NA	NA	33	0
8	85119476	85119553	9	26	1	34	0	44	0	NA	NA
8	85166372	85166432	4	NA	NA	NA	NA	NA	NA	20	20
8	85171559	85171628	8	36	7	NA	NA	NA	NA	NA	NA
8	85299485	85299623	13	32	0	NA	NA	50	0	32	0
8	85432553	85432646	20	97	0	39	0	58	0	39	0
8	85492659	85492877	17	57	0	29	0	20	0	30	0
8	85493042	85493130	9	NA	NA	26	0	NA	NA	36	0
8	85512196	85512293	9	NA	NA	NA	NA	NA	NA	39	38
8	85555000	85555036	8	NA	NA	NA	NA	NA	NA	28	0
8	85555258	85555355	18	31	0	48	0	47	0	28	0
8	85700199	85700472	29	77	0	94	1	42	0	NA	NA
8	85700821	85701126	34	119	0	70	1	109	0	42	0
8	85840520	85840725	20	62	1	28	0	30	0	48	0
8	86624387	86624550	9	NA	NA	21	0	22	0	NA	NA
8	86745554	86745956	61	196	1	142	2	61	0	112	0
8	86745971	86746366	54	102	2	91	0	108	0	121	0
8	86885044	86885113	12	46	0	35	1	70	0	24	0
8	86905878	86905944	5	20	19	NA	NA	NA	NA	NA	NA
8	87038109	87038327	19	26	0	28	0	NA	NA	57	0
8	87472286	87472580	27	51	2	103	2	57	1	47	0
8	87472869	87472943	8	NA	NA	NA	NA	21	0	21	0
8	87661189	87661307	6	29	0	23	0	NA	NA	NA	NA
8	87873730	87873772	6	24	23	NA	NA	NA	NA	NA	NA
8	87958797	87958844	7	NA	NA	NA	NA	21	0	NA	NA
8	87959011	87959434	43	131	1	74	0	90	1	121	0
8	87960116	87960496	40	84	0	102	0	53	0	66	0
8	87960615	87960872	18	38	0	61	0	45	0	29	0
8	87961592	87961896	24	61	0	74	0	68	0	NA	NA
8	88138213	88138326	19	31	0	107	0	NA	NA	62	1
8	88199099	88199303	26	27	0	79	0	87	0	NA	NA
8	88199670	88199870	23	39	0	22	0	39	0	69	0
8	88200293	88200415	12	34	0	25	0	22	0	28	0
8	88272398	88272810	29	55	1	53	0	70	0	55	0
8	88361472	88361741	17	57	0	32	0	NA	NA	49	0
8	88361870	88362183	26	97	0	39	0	29	1	54	0
8	88382744	88382831	11	NA	NA	39	0	25	0	NA	NA
8	88451383	88451456	5	NA	NA	20	1	NA	NA	NA	NA
8	88454206	88454462	26	98	0	57	0	60	0	50	0
8	88521288	88521529	34	170	0	59	0	46	1	63	1
8	88521615	88521937	32	107	0	115	0	45	1	73	0
8	88627220	88627471	30	NA	NA	62	0	54	0	31	0
8	88627541	88627840	34	50	0	121	1	33	1	32	1
8	88664253	88664540	9	29	25	NA	NA	NA	NA	26	26
8	88664583	88664830	6	NA	NA	NA	NA	NA	NA	20	16
8	88806420	88806501	8	NA	NA	22	2	NA	NA	24	9
8	88950684	88950829	15	30	0	21	0	51	0	NA	NA
8	89025450	89025535	6	20	0	NA	NA	21	0	NA	NA
8	89041216	89041261	7	NA	NA	27	0	NA	NA	NA	NA
8	89041889	89042062	12	36	1	24	0	NA	NA	24	0
8	89042252	89042288	9	NA	NA	NA	NA	27	0	NA	NA
8	89042574	89042810	23	67	0	27	0	48	0	54	1
8	89043255	89043400	11	NA	NA	24	1	29	0	29	0
8	89043611	89043649	9	NA	NA	NA	NA	NA	NA	27	0
8	89044898	89045048	8	NA	NA	NA	NA	23	0	NA	NA
8	89047272	89047337	6	26	0	20	0	NA	NA	20	0
8	90347874	90348188	40	76	1	66	1	30	0	90	1
8	90348272	90348639	41	54	0	89	0	59	0	88	0
8	90816024	90816140	6	NA	NA	24	8	NA	NA	NA	NA
8	90877158	90877261	6	20	0	21	0	NA	NA	NA	NA
8	90907813	90908064	24	69	0	46	0	64	0	80	1
8	90908076	90908336	24	70	0	38	0	77	1	50	0
8	90908634	90908737	10	NA	NA	NA	NA	NA	NA	39	0
8	90908929	90909296	25	58	0	75	1	63	2	34	0
8	91171256	91171356	5	20	20	NA	NA	NA	NA	NA	NA
8	91176276	91176445	7	NA	NA	NA	NA	NA	NA	22	14
8	91423401	91423439	6	23	23	NA	NA	NA	NA	NA	NA
8	91446762	91446811	5	NA	NA	27	27	NA	NA	NA	NA
8	91712856	91712929	6	25	11	NA	NA	NA	NA	NA	NA
8	91743214	91743309	11	39	36	30	29	NA	NA	NA	NA
8	91747479	91747597	6	NA	NA	22	17	NA	NA	NA	NA
8	91799686	91799736	8	39	0	39	2	NA	NA	NA	NA
8	91799857	91799904	9	27	0	27	0	NA	NA	NA	NA
8	91800659	91800754	13	49	1	NA	NA	26	0	NA	NA
8	91801147	91801562	36	53	0	33	0	59	0	63	1
8	91802960	91803136	11	43	2	34	0	43	1	32	5
8	91805410	91805709	21	58	0	40	0	26	0	59	1
8	92205921	92206007	5	21	16	NA	NA	NA	NA	NA	NA
8	92265796	92265875	6	NA	NA	NA	NA	24	19	NA	NA
8	92355921	92356037	16	27	0	35	0	63	0	NA	NA
8	92357577	92357849	21	56	0	46	0	38	0	31	0
8	92357917	92358135	23	76	0	103	0	64	0	52	0
8	92358824	92358980	9	NA	NA	21	0	NA	NA	NA	NA
8	92360041	92360415	38	58	0	107	3	74	0	112	1
8	92418703	92418780	5	NA	NA	NA	NA	NA	NA	21	16
8	92437150	92437368	9	20	19	27	24	NA	NA	NA	NA
8	92460465	92460603	24	29	0	88	0	50	0	41	2
8	92460875	92461052	27	68	1	53	1	89	0	53	1
8	92827562	92827719	14	25	1	22	0	33	0	NA	NA
8	92855347	92855564	13	32	0	23	0	NA	NA	36	0
8	92960556	92960854	30	NA	NA	70	1	93	0	37	0
8	93767997	93768054	4	21	3	NA	NA	NA	NA	NA	NA
8	93810333	93810533	32	51	0	70	0	50	1	111	1
8	94011934	94012318	41	92	1	123	0	74	0	58	0
8	94012497	94012657	28	41	1	53	1	33	0	111	0
8	94036716	94037023	23	36	0	29	0	84	1	32	0
8	94037356	94037527	12	NA	NA	37	0	23	0	25	0
8	94098151	94098219	6	NA	NA	20	0	NA	NA	NA	NA
8	94098419	94098485	6	NA	NA	NA	NA	20	0	30	0
